
                                                    
         »—’ќƒЌџ… ѕ–ќ‘»Ћ№ ƒќ–ќ∆ »  ј„≈Ќ»я           
                                                    
 -------------------------------------------------- 
 | є отсчета  | ”гол в градусах   |  –адиус в мм  | 
  FI_m1 =      3.04342255        R_m1 =      7.12918914      X_m1 =     -7.09486341      Y_m1 =      0.69874965    
  FI_00 =      3.04342500        R_00 =      7.12918273      X_00 =     -7.09485874      Y_00 =      0.69873161    
  FI_01 =      3.04342745        R_01 =      7.12917632      X_01 =     -7.09485408      Y_01 =      0.69871357    
  F_1_proizvod =     -3.86836448                F_2_proizvod =     17.16324367            R_kriv =      3.71640604       
  ”гол в градусах =    174.37500000           R_kriv =      3.71640604       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 214412.893672842240           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000080047629       ((Y_m1-Y_00)/(X_m1-X_00)) = -3.868324457256         ((Y_00-Y_01)/(X_00-X_01)) = -3.868404504885        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.06796630        R_m1 =      7.07287958      X_m1 =     -7.05371776      Y_m1 =      0.52028001    
  FI_00 =      3.06796875        R_00 =      7.07287474      X_00 =     -7.05371421      Y_00 =      0.52026234    
  FI_01 =      3.06797120        R_01 =      7.07286990      X_01 =     -7.05371066      Y_01 =      0.52024467    
  F_1_proizvod =     -4.97658840                F_2_proizvod =     43.05110673            R_kriv =      3.03806532       
  ”гол в градусах =    175.78125000           R_kriv =      3.03806532       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 281664.392106254000           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000152845400       ((Y_m1-Y_00)/(X_m1-X_00)) = -4.976511976597         ((Y_00-Y_01)/(X_00-X_01)) = -4.976664821997        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.09251005        R_m1 =      7.03248177      X_m1 =     -7.02401249      Y_m1 =      0.34503397    
  FI_00 =      3.09251250        R_00 =      7.03247853      X_00 =     -7.02401010      Y_00 =      0.34501657    
  FI_01 =      3.09251495        R_01 =      7.03247529      X_01 =     -7.02400770      Y_01 =      0.34499917    
  F_1_proizvod =     -7.27220223                F_2_proizvod =    142.47820578            R_kriv =      2.77621113       
  ”гол в градусах =    177.18750000           R_kriv =      2.77621113       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 417974.668336534580           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000340877610       ((Y_m1-Y_00)/(X_m1-X_00)) = -7.272031797270         ((Y_00-Y_01)/(X_00-X_01)) = -7.272372674880        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.11705380        R_m1 =      7.00803614      X_m1 =     -7.00592628      Y_m1 =      0.17195195    
  FI_00 =      3.11705625        R_00 =      7.00803450      X_00 =     -7.00592507      Y_00 =      0.17193471    
  FI_01 =      3.11705870        R_01 =      7.00803287      X_01 =     -7.00592386      Y_01 =      0.17191747    
  F_1_proizvod =    -14.22749402                F_2_proizvod =   1177.33622316            R_kriv =      2.46430835       
  ”гол в градусах =    178.59375000           R_kriv =      2.46430835       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 825487.966856823300           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.001426230630       ((Y_m1-Y_00)/(X_m1-X_00)) = -14.226780936166         ((Y_00-Y_01)/(X_00-X_01)) = -14.228207166796        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.14159755        R_m1 =      6.99993768      X_m1 =     -6.99993768      Y_m1 =     -0.00003424    
  FI_00 =      3.14160000        R_00 =      6.99993769      X_00 =     -6.99993769      Y_00 =     -0.00005142    
  FI_01 =      3.14160245        R_01 =      6.99993770      X_01 =     -6.99993770      Y_01 =     -0.00006860    
  F_1_proizvod =   2022.13608941                F_2_proizvod = 3350763646.98695180            R_kriv =      2.46767241       
  ”гол в градусах =    180.00000000           R_kriv =      2.46767241       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 117699681.052824620000           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = 28.468757238884       ((Y_m1-Y_00)/(X_m1-X_00)) = 2036.470662834915         ((Y_00-Y_01)/(X_00-X_01)) = 2008.001905596031        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.16614130        R_m1 =      7.00808801      X_m1 =     -7.00597646      Y_m1 =     -0.17202177    
  FI_00 =      3.16614375        R_00 =      7.00808964      X_00 =     -7.00597766      Y_00 =     -0.17203900    
  FI_01 =      3.16614620        R_01 =      7.00809126      X_01 =     -7.00597886      Y_01 =     -0.17205624    
  F_1_proizvod =     14.33532971                F_2_proizvod =   1189.98490029            R_kriv =      2.49369840       
  ”гол в градусах =    181.40625000           R_kriv =      2.49369840       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 831747.773047326250           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.001430704041       ((Y_m1-Y_00)/(X_m1-X_00)) = 14.336045099899         ((Y_00-Y_01)/(X_00-X_01)) = 14.334614395857        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.19068505        R_m1 =      7.03248663      X_m1 =     -7.02401396      Y_m1 =     -0.34510293    
  FI_00 =      3.19068750        R_00 =      7.03248987      X_00 =     -7.02401636      Y_00 =     -0.34512033    
  FI_01 =      3.19068995        R_01 =      7.03249312      X_01 =     -7.02401875      Y_01 =     -0.34513773    
  F_1_proizvod =      7.25783274                F_2_proizvod =    143.09437618            R_kriv =      2.74820612       
  ”гол в градусах =    182.81250000           R_kriv =      2.74820612       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 417141.329827297770           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000343035719       ((Y_m1-Y_00)/(X_m1-X_00)) =  7.258004266515         ((Y_00-Y_01)/(X_00-X_01)) =  7.257661230796        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.21522880        R_m1 =      7.07290087      X_m1 =     -7.05373390      Y_m1 =     -0.52035059    
  FI_00 =      3.21523125        R_00 =      7.07290570      X_00 =     -7.05373745      Y_00 =     -0.52036826    
  FI_01 =      3.21523370        R_01 =      7.07291054      X_01 =     -7.05374099      Y_01 =     -0.52038592    
  F_1_proizvod =      4.98385166                F_2_proizvod =     42.94263711            R_kriv =      3.05857566       
  ”гол в градусах =    184.21875000           R_kriv =      3.05857566       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 282079.272138265540           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000152236060       ((Y_m1-Y_00)/(X_m1-X_00)) =  4.983927777466         ((Y_00-Y_01)/(X_00-X_01)) =  4.983775541406        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.23977255        R_m1 =      7.12919551      X_m1 =     -7.09486291      Y_m1 =     -0.69881969    
  FI_00 =      3.23977500        R_00 =      7.12920193      X_00 =     -7.09486758      Y_00 =     -0.69883774    
  FI_01 =      3.23977745        R_01 =      7.12920834      X_01 =     -7.09487225      Y_01 =     -0.69885578    
  F_1_proizvod =      3.86413637                F_2_proizvod =     17.22520677            R_kriv =      3.69166767       
  ”гол в градусах =    185.62500000           R_kriv =      3.69166767       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 214170.688461185990           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000080427471       ((Y_m1-Y_00)/(X_m1-X_00)) =  3.864176583986         ((Y_00-Y_01)/(X_00-X_01)) =  3.864096156515        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.26431630        R_m1 =      7.20101615      X_m1 =     -7.14685659      Y_m1 =     -0.88151826    
  FI_00 =      3.26431875        R_00 =      7.20102409      X_00 =     -7.14686231      Y_00 =     -0.88153678    
  FI_01 =      3.26432120        R_01 =      7.20103204      X_01 =     -7.14686804      Y_01 =     -0.88155529    
  F_1_proizvod =      3.23417163                F_2_proizvod =      8.72595215            R_kriv =      4.44586725       
  ”гол в градусах =    187.03125000           R_kriv =      4.44586725       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 174687.423482118440           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000049951805       ((Y_m1-Y_00)/(X_m1-X_00)) =  3.234196608568         ((Y_00-Y_01)/(X_00-X_01)) =  3.234146656763        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.28886005        R_m1 =      7.28811219      X_m1 =     -7.20922378      Y_m1 =     -1.06942591    
  FI_00 =      3.28886250        R_00 =      7.28812165      X_00 =     -7.20923051      Y_00 =     -1.06944499    
  FI_01 =      3.28886495        R_01 =      7.28813111      X_01 =     -7.20923724      Y_01 =     -1.06946407    
  F_1_proizvod =      2.83500943                F_2_proizvod =      4.53336904            R_kriv =      5.99287779       
  ”гол в градусах =    188.43750000           R_kriv =      5.99287779       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 148569.745268296920           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000030513407       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.835024683209         ((Y_00-Y_01)/(X_00-X_01)) =  2.834994169803        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.31340380        R_m1 =      7.38981910      X_m1 =     -7.28101685      Y_m1 =     -1.26341598    
  FI_00 =      3.31340625        R_00 =      7.38982998      X_00 =     -7.28102447      Y_00 =     -1.26343571    
  FI_01 =      3.31340870        R_01 =      7.38984085      X_01 =     -7.28103208      Y_01 =     -1.26345543    
  F_1_proizvod =      2.59118158                F_2_proizvod =      2.63373830            R_kriv =      8.13515023       
  ”гол в градусах =    189.84375000           R_kriv =      8.13515023       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 131334.066059701930           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000020053733       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.591191605880         ((Y_00-Y_01)/(X_00-X_01)) =  2.591171552147        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.33794755        R_m1 =      7.50560234      X_m1 =     -7.36137646      Y_m1 =     -1.46430977    
  FI_00 =      3.33795000        R_00 =      7.50561462      X_00 =     -7.36138491      Y_00 =     -1.46433023    
  FI_01 =      3.33795245        R_01 =      7.50562689      X_01 =     -7.36139335      Y_01 =     -1.46435070    
  F_1_proizvod =      2.42274047                F_2_proizvod =      1.57960675            R_kriv =     11.39869052       
  ”гол в градусах =    191.25000000           R_kriv =     11.39869052       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 118398.367452657480           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000013341457       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.422747139130         ((Y_00-Y_01)/(X_00-X_01)) =  2.422733797673        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.36249130        R_m1 =      7.63503026      X_m1 =     -7.44950624      Y_m1 =     -1.67288489    
  FI_00 =      3.36249375        R_00 =      7.63504385      X_00 =     -7.44951540      Y_00 =     -1.67290615    
  FI_01 =      3.36249620        R_01 =      7.63505745      X_01 =     -7.44952455      Y_01 =     -1.67292741    
  F_1_proizvod =      2.32192379                F_2_proizvod =      0.80543591            R_kriv =     20.06115256       
  ”гол в градусах =    192.65625000           R_kriv =     20.06115256       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 109203.511245008860           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000007375550       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.321927475226         ((Y_00-Y_01)/(X_00-X_01)) =  2.321920099676        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.38703505        R_m1 =      7.77722290      X_m1 =     -7.54413895      Y_m1 =     -1.88975226    
  FI_00 =      3.38703750        R_00 =      7.77723774      X_00 =     -7.54414870      Y_00 =     -1.88977438    
  FI_01 =      3.38703995        R_01 =      7.77725257      X_01 =     -7.54415845      Y_01 =     -1.88979650    
  F_1_proizvod =      2.26865485                F_2_proizvod =      0.34413980            R_kriv =     44.28311618       
  ”гол в градусах =    194.06250000           R_kriv =     44.28311618       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 102559.064715220390           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000003355528       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.268656523843         ((Y_00-Y_01)/(X_00-X_01)) =  2.268653168316        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.41157880        R_m1 =      7.93143935      X_m1 =     -7.64411972      Y_m1 =     -2.11545828    
  FI_00 =      3.41158125        R_00 =      7.93145535      X_00 =     -7.64412995      Y_00 =     -2.11548131    
  FI_01 =      3.41158370        R_01 =      7.93147134      X_01 =     -7.64414018      Y_01 =     -2.11550434    
  F_1_proizvod =      2.25169715                F_2_proizvod =      0.01637552            R_kriv =    913.27775675       
  ”гол в градусах =    195.46875000           R_kriv =    913.27775675       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 97777.237818649824           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000000167478       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.251697231204         ((Y_00-Y_01)/(X_00-X_01)) =  2.251697063726        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.43612255        R_m1 =      8.09692278      X_m1 =     -7.74825889      Y_m1 =     -2.35045586    
  FI_00 =      3.43612500        R_00 =      8.09693986      X_00 =     -7.74826946      Y_00 =     -2.35047983    
  FI_01 =      3.43612745        R_01 =      8.09695693      X_01 =     -7.74828003      Y_01 =     -2.35050381    
  F_1_proizvod =      2.26743557                F_2_proizvod =     -0.32141820            R_kriv =    -47.34958694       
  ”гол в градусах =    196.87500000           R_kriv =    -47.34958694       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 94576.049026844223           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000003398516       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.267433865931         ((Y_00-Y_01)/(X_00-X_01)) =  2.267437264447        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.46066630        R_m1 =      8.27264571      X_m1 =     -7.85509560      Y_m1 =     -2.59502219    
  FI_00 =      3.46066875        R_00 =      8.27266377      X_00 =     -7.85510638      Y_00 =     -2.59504714    
  FI_01 =      3.46067120        R_01 =      8.27268182      X_01 =     -7.85511715      Y_01 =     -2.59507208    
  F_1_proizvod =      2.31453754                F_2_proizvod =     -0.53522332            R_kriv =    -29.94690215       
  ”гол в градусах =    198.28125000           R_kriv =    -29.94690215       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 92789.745161488827           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000005768130       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.314534655784         ((Y_00-Y_01)/(X_00-X_01)) =  2.314540423914        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.48521005        R_m1 =      8.45783610      X_m1 =     -7.96340916      Y_m1 =     -2.84940452    
  FI_00 =      3.48521250        R_00 =      8.45785506      X_00 =     -7.96342001      Y_00 =     -2.84943045    
  FI_01 =      3.48521495        R_01 =      8.45787401      X_01 =     -7.96343086      Y_01 =     -2.84945638    
  F_1_proizvod =      2.38904642                F_2_proizvod =     -0.88432420            R_kriv =    -19.64416918       
  ”гол в градусах =    199.68750000           R_kriv =    -19.64416918       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 92129.274216624821           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000009598732       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.389041615782         ((Y_00-Y_01)/(X_00-X_01)) =  2.389051214514        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.50975380        R_m1 =      8.65125030      X_m1 =     -8.07153632      Y_m1 =     -3.11358848    
  FI_00 =      3.50975625        R_00 =      8.65127001      X_00 =     -8.07154707      Y_00 =     -3.11361538    
  FI_01 =      3.50975870        R_01 =      8.65128973      X_01 =     -8.07155782      Y_01 =     -3.11364229    
  F_1_proizvod =      2.50248408                F_2_proizvod =     -1.16425082            R_kriv =    -16.81032379       
  ”гол в градусах =    201.09375000           R_kriv =    -16.81032379       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 93008.367977075919           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000012517700       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.502477819884         ((Y_00-Y_01)/(X_00-X_01)) =  2.502490337584        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.53429755        R_m1 =      8.85201052      X_m1 =     -8.17817165      Y_m1 =     -3.38756529    
  FI_00 =      3.53430000        R_00 =      8.85203094      X_00 =     -8.17818221      Y_00 =     -3.38759317    
  FI_01 =      3.53430245        R_01 =      8.85205135      X_01 =     -8.17819276      Y_01 =     -3.38762106    
  F_1_proizvod =      2.64316959                F_2_proizvod =     -1.56467377            R_kriv =    -14.42441925       
  ”гол в градусах =    202.50000000           R_kriv =    -14.42441925       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 94782.821101836686           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000016507989       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.643161331057         ((Y_00-Y_01)/(X_00-X_01)) =  2.643177839046        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.55884130        R_m1 =      9.05904057      X_m1 =     -8.28184173      Y_m1 =     -3.67114610    
  FI_00 =      3.55884375        R_00 =      9.05906154      X_00 =     -8.28185188      Y_00 =     -3.67117492    
  FI_01 =      3.55884620        R_01 =      9.05908250      X_01 =     -8.28186204      Y_01 =     -3.67120375    
  F_1_proizvod =      2.83808900                F_2_proizvod =     -2.15753600            R_kriv =    -12.62864002       
  ”гол в градусах =    203.90625000           R_kriv =    -12.62864002       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 98467.088735972211           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000021911240       ((Y_m1-Y_00)/(X_m1-X_00)) =  2.838078041326         ((Y_00-Y_01)/(X_00-X_01)) =  2.838099952566        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.58338505        R_m1 =      9.27112841      X_m1 =     -8.38097733      Y_m1 =     -3.96396783    
  FI_00 =      3.58338750        R_00 =      9.27114985      X_00 =     -8.38098698      Y_00 =     -3.96399757    
  FI_01 =      3.58338995        R_01 =      9.27117129      X_01 =     -8.38099664      Y_01 =     -3.96402731    
  F_1_proizvod =      3.08095600                F_2_proizvod =     -2.87636677            R_kriv =    -11.81574628       
  ”гол в градусах =    205.31250000           R_kriv =    -11.81574628       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 103607.564249278150           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000027762131       ((Y_m1-Y_00)/(X_m1-X_00)) =  3.080942116353         ((Y_00-Y_01)/(X_00-X_01)) =  3.080969878484        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.60792880        R_m1 =      9.48725134      X_m1 =     -8.47421793      Y_m1 =     -4.26562639    
  FI_00 =      3.60793125        R_00 =      9.48727310      X_00 =     -8.47422689      Y_00 =     -4.26565697    
  FI_01 =      3.60793370        R_01 =      9.48729485      X_01 =     -8.47423586      Y_01 =     -4.26568755    
  F_1_proizvod =      3.41144248                F_2_proizvod =     -4.25796394            R_kriv =    -10.55145722       
  ”гол в градусах =    206.71875000           R_kriv =    -10.55145722       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 111553.152622789030           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000038169822       ((Y_m1-Y_00)/(X_m1-X_00)) =  3.411423390764         ((Y_00-Y_01)/(X_00-X_01)) =  3.411461560586        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.63247255        R_m1 =      9.70602775      X_m1 =     -8.55992463      Y_m1 =     -4.57544151    
  FI_00 =      3.63247500        R_00 =      9.70604974      X_00 =     -8.55993280      Y_00 =     -4.57547289    
  FI_01 =      3.63247745        R_01 =      9.70607173      X_01 =     -8.55994096      Y_01 =     -4.57550426    
  F_1_proizvod =      3.84365007                F_2_proizvod =     -6.09371980            R_kriv =    -10.28053340       
  ”гол в градусах =    208.12500000           R_kriv =    -10.28053340       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 122506.174688474070           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000049742144       ((Y_m1-Y_00)/(X_m1-X_00)) =  3.843625198738         ((Y_00-Y_01)/(X_00-X_01)) =  3.843674940882        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.65701630        R_m1 =      9.92655132      X_m1 =     -8.63693334      Y_m1 =     -4.89283186    
  FI_00 =      3.65701875        R_00 =      9.92657341      X_00 =     -8.63694054      Y_00 =     -4.89286395    
  FI_01 =      3.65702120        R_01 =      9.92659549      X_01 =     -8.63694775      Y_01 =     -4.89289603    
  F_1_proizvod =      4.45218744                F_2_proizvod =    -10.20783356            R_kriv =     -9.30784704       
  ”гол в градусах =    209.53125000           R_kriv =     -9.30784704       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 138767.472240975040           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000073560708       ((Y_m1-Y_00)/(X_m1-X_00)) =  4.452150658833         ((Y_00-Y_01)/(X_00-X_01)) =  4.452224219542        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.68156005        R_m1 =     10.14733770      X_m1 =     -8.70362975      Y_m1 =     -5.21682773    
  FI_00 =      3.68156250        R_00 =     10.14735976      X_00 =     -8.70363587      Y_00 =     -5.21686043    
  FI_01 =      3.68156495        R_01 =     10.14738182      X_01 =     -8.70364199      Y_01 =     -5.21689313    
  F_1_proizvod =      5.34518701                F_2_proizvod =    -17.78696838            R_kriv =     -9.04060754       
  ”гол в градусах =    210.93750000           R_kriv =     -9.04060754       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 163441.734378687780           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000108827580       ((Y_m1-Y_00)/(X_m1-X_00)) =  5.345132597753         ((Y_00-Y_01)/(X_00-X_01)) =  5.345241425333        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.70610380        R_m1 =     10.36736168      X_m1 =     -8.75886803      Y_m1 =     -5.54656824    
  FI_00 =      3.70610625        R_00 =     10.36738360      X_00 =     -8.75887293      Y_00 =     -5.54660146    
  FI_01 =      3.70610870        R_01 =     10.36740552      X_01 =     -8.75887783      Y_01 =     -5.54663468    
  F_1_proizvod =      6.77610277                F_2_proizvod =    -38.17133943            R_kriv =     -8.41856518       
  ”гол в градусах =    212.34375000           R_kriv =     -8.41856518       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 203957.045740235630           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000187153816       ((Y_m1-Y_00)/(X_m1-X_00)) =  6.776009193605         ((Y_00-Y_01)/(X_00-X_01)) =  6.776196347421        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.73064755        R_m1 =     10.58532690      X_m1 =     -8.80134079      Y_m1 =     -5.88094771    
  FI_00 =      3.73065000        R_00 =     10.58534857      X_00 =     -8.80134437      Y_00 =     -5.88098135    
  FI_01 =      3.73065245        R_01 =     10.58537023      X_01 =     -8.80134795      Y_01 =     -5.88101499    
  F_1_proizvod =      9.39753122                F_2_proizvod =   -102.92381692            R_kriv =     -8.20088001       
  ”гол в градусах =    213.75000000           R_kriv =     -8.20088001       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 279369.618767919830           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000368414495       ((Y_m1-Y_00)/(X_m1-X_00)) =  9.397347014702         ((Y_00-Y_01)/(X_00-X_01)) =  9.397715429197        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      3.75519130        R_m1 =     10.80024642      X_m1 =     -8.83007811      Y_m1 =     -6.21892623    
  FI_00 =      3.75519375        R_00 =     10.80026771      X_00 =     -8.83008025      Y_00 =     -6.21896016    
  FI_01 =      3.75519620        R_01 =     10.80028900      X_01 =     -8.83008239      Y_01 =     -6.21899409    
  F_1_proizvod =     15.83507726                F_2_proizvod =   -524.22512533            R_kriv =     -7.61965903       
  ”гол в градусах =    215.15625000           R_kriv =     -7.61965903       
 - - - -
