
                                                    
         »—’ќƒЌџ… ѕ–ќ‘»Ћ№ ƒќ–ќ∆ »  ј„≈Ќ»я           
                                                    
 -------------------------------------------------- 
 | є отсчета  | ”гол в градусах   |  –адиус в мм  | 
 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.03083505        R_m1 =      7.00361110      X_m1 =      3.60057595      Y_m1 =      6.00719746    
  FI_00 =      1.03083750        R_00 =      7.00361001      X_00 =      3.60056065      Y_00 =      6.00720536    
  FI_01 =      1.03083995        R_01 =      7.00360893      X_01 =      3.60054534      Y_01 =      6.00721327    
  F_1_proizvod =     -0.51653941                F_2_proizvod =      0.58326002            R_kriv =      2.44459286       
  ”гол в градусах =     59.06250000           R_kriv =      2.44459286       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 65347.105280592921           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000008925568       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.516534943619         ((Y_00-Y_01)/(X_00-X_01)) = -0.516543869187        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.05537880        R_m1 =      7.00090570      X_m1 =      3.45073368      Y_m1 =      6.09139703    
  FI_00 =      1.05538125        R_00 =      7.00090624      X_00 =      3.45071900      Y_00 =      6.09140596    
  FI_01 =      1.05538370        R_01 =      7.00090678      X_01 =      3.45070431      Y_01 =      6.09141490    
  F_1_proizvod =     -0.60876664                F_2_proizvod =      0.64474559            R_kriv =      2.48872095       
  ”гол в градусах =     60.46875000           R_kriv =      2.48872095       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 68099.699932926276           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000009467671       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.608761910241         ((Y_00-Y_01)/(X_00-X_01)) = -0.608771377913        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.07992255        R_m1 =      7.01440157      X_m1 =      3.30656557      Y_m1 =      6.18615014    
  FI_00 =      1.07992500        R_00 =      7.01440374      X_00 =      3.30655141      Y_00 =      6.18616016    
  FI_01 =      1.07992745        R_01 =      7.01440591      X_01 =      3.30653725      Y_01 =      6.18617019    
  F_1_proizvod =     -0.70792541                F_2_proizvod =      0.73160321            R_kriv =      2.51399364       
  ”гол в градусах =     61.87500000           R_kriv =      2.51399364       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 70610.839805739917           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000010361061       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.707920229894         ((Y_00-Y_01)/(X_00-X_01)) = -0.707930590954        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.10446630        R_m1 =      7.04420665      X_m1 =      3.16715431      Y_m1 =      6.29205697    
  FI_00 =      1.10446875        R_00 =      7.04421043      X_00 =      3.16714057      Y_00 =      6.29206812    
  FI_01 =      1.10447120        R_01 =      7.04421421      X_01 =      3.16712683      Y_01 =      6.29207927    
  F_1_proizvod =     -0.81160953                F_2_proizvod =      0.74280074            R_kriv =      2.87596356       
  ”гол в градусах =     63.28125000           R_kriv =      2.87596356       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 72770.124341634160           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000010207496       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.811604424443         ((Y_00-Y_01)/(X_00-X_01)) = -0.811614631939        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.12901005        R_m1 =      7.08990189      X_m1 =      3.03132248      Y_m1 =      6.40919596    
  FI_00 =      1.12901250        R_00 =      7.08990725      X_00 =      3.03130904      Y_00 =      6.40920825    
  FI_01 =      1.12901495        R_01 =      7.08991261      X_01 =      3.03129560      Y_01 =      6.40922053    
  F_1_proizvod =     -0.91389574                F_2_proizvod =      0.77162248            R_kriv =      3.22197493       
  ”гол в градусах =     64.68750000           R_kriv =      3.22197493       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 74404.192890876075           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000010370685       ((Y_m1-Y_00)/(X_m1-X_00)) = -0.913890557017         ((Y_00-Y_01)/(X_00-X_01)) = -0.913900927702        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.15355380        R_m1 =      7.15139021      X_m1 =      2.89803718      Y_m1 =      6.53787140    
  FI_00 =      1.15355625        R_00 =      7.15139715      X_00 =      2.89802394      Y_00 =      6.53788486    
  FI_01 =      1.15355870        R_01 =      7.15140408      X_01 =      2.89801070      Y_01 =      6.53789831    
  F_1_proizvod =     -1.01635669                F_2_proizvod =      0.74585220            R_kriv =      3.88639717       
  ”гол в градусах =     66.09375000           R_kriv =      3.88639717       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 75550.488317159936           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000009872235       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.016351757685         ((Y_00-Y_01)/(X_00-X_01)) = -1.016361629920        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.17809755        R_m1 =      7.22837245      X_m1 =      2.76617637      Y_m1 =      6.67814619    
  FI_00 =      1.17810000        R_00 =      7.22838090      X_00 =      2.76616322      Y_00 =      6.67816079    
  FI_01 =      1.17810245        R_01 =      7.22838935      X_01 =      2.76615006      Y_01 =      6.67817538    
  F_1_proizvod =     -1.10960532                F_2_proizvod =      0.66977436            R_kriv =      4.97606717       
  ”гол в градусах =     67.50000000           R_kriv =      4.97606717       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 76009.998022912812           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000008811661       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.109600917875         ((Y_00-Y_01)/(X_00-X_01)) = -1.109609729536        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.20264130        R_m1 =      7.32029781      X_m1 =      2.63453640      Y_m1 =      6.82978609    
  FI_00 =      1.20264375        R_00 =      7.32030774      X_00 =      2.63452321      Y_00 =      6.82980181    
  FI_01 =      1.20264620        R_01 =      7.32031767      X_01 =      2.63451002      Y_01 =      6.82981754    
  F_1_proizvod =     -1.19238927                F_2_proizvod =      0.58446165            R_kriv =      6.44836008       
  ”гол в градусах =     68.90625000           R_kriv =      6.44836008       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 75813.564696690548           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000007709196       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.192385411996         ((Y_00-Y_01)/(X_00-X_01)) = -1.192393121192        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.22718505        R_m1 =      7.42678925      X_m1 =      2.50200704      Y_m1 =      6.99265038    
  FI_00 =      1.22718750        R_00 =      7.42680061      X_00 =      2.50199370      Y_00 =      6.99266722    
  FI_01 =      1.22718995        R_01 =      7.42681198      X_01 =      2.50198037      Y_01 =      6.99268406    
  F_1_proizvod =     -1.26294620                F_2_proizvod =      0.47136165            R_kriv =      8.86870287       
  ”гол в градусах =     70.31250000           R_kriv =      8.86870287       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 74994.725097810675           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000006285264       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.262943058244         ((Y_00-Y_01)/(X_00-X_01)) = -1.262949343508        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.25172880        R_m1 =      7.54729851      X_m1 =      2.36744635      Y_m1 =      7.16637375    
  FI_00 =      1.25173125        R_00 =      7.54731123      X_00 =      2.36743275      Y_00 =      7.16639163    
  FI_01 =      1.25173370        R_01 =      7.54732396      X_01 =      2.36741915      Y_01 =      7.16640952    
  F_1_proizvod =     -1.31551938                F_2_proizvod =      0.31336838            R_kriv =     14.39891834       
  ”гол в градусах =     71.71875000           R_kriv =     14.39891834       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 73536.215254814320           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000004261416       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.315517251142         ((Y_00-Y_01)/(X_00-X_01)) = -1.315521512558        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.27627255        R_m1 =      7.68098245      X_m1 =      2.22966761      Y_m1 =      7.35024310    
  FI_00 =      1.27627500        R_00 =      7.68099646      X_00 =      2.22965364      Y_00 =      7.35026198    
  FI_01 =      1.27627745        R_01 =      7.68101047      X_01 =      2.22963967      Y_01 =      7.35028087    
  F_1_proizvod =     -1.35119716                F_2_proizvod =      0.20710848            R_kriv =     22.93501265       
  ”гол в градусах =     73.12500000           R_kriv =     22.93501265       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 71566.194913791594           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000002893943       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.351195717585         ((Y_00-Y_01)/(X_00-X_01)) = -1.351198611528        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.30081630        R_m1 =      7.82730004      X_m1 =      2.08763634      Y_m1 =      7.54376566    
  FI_00 =      1.30081875        R_00 =      7.82731527      X_00 =      2.08762189      Y_00 =      7.54378547    
  FI_01 =      1.30082120        R_01 =      7.82733050      X_01 =      2.08760744      Y_01 =      7.54380527    
  F_1_proizvod =     -1.37027592                F_2_proizvod =      0.05964800            R_kriv =     81.83940770       
  ”гол в градусах =     74.53125000           R_kriv =     81.83940770       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 69191.160275513379           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) =  0.000000862075       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.370275489949         ((Y_00-Y_01)/(X_00-X_01)) = -1.370276352025        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.32536005        R_m1 =      7.98528958      X_m1 =      1.94026210      Y_m1 =      7.74598171    
  FI_00 =      1.32536250        R_00 =      7.98530593      X_00 =      1.94024707      Y_00 =      7.74600234    
  FI_01 =      1.32536495        R_01 =      7.98532229      X_01 =      1.94023203      Y_01 =      7.74602297    
  F_1_proizvod =     -1.37203822                F_2_proizvod =     -0.02331782            R_kriv =   -209.87631270       
  ”гол в градусах =     75.93750000           R_kriv =   -209.87631270       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 66503.917635770529           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000000350623       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.372038398829         ((Y_00-Y_01)/(X_00-X_01)) = -1.372038048205        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.34990380        R_m1 =      8.15429853      X_m1 =      1.78661133      Y_m1 =      7.95616770    
  FI_00 =      1.34990625        R_00 =      8.15431596      X_00 =      1.78659562      Y_00 =      7.95618909    
  FI_01 =      1.34990870        R_01 =      8.15433338      X_01 =      1.78657991      Y_01 =      7.95621047    
  F_1_proizvod =     -1.36114513                F_2_proizvod =     -0.12592740            R_kriv =    -38.26199214       
  ”гол в градусах =     77.34375000           R_kriv =    -38.26199214       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 63652.602022325409           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000001978354       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.361146114220         ((Y_00-Y_01)/(X_00-X_01)) = -1.361144135866        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.37444755        R_m1 =      8.33327001      X_m1 =      1.62573412      Y_m1 =      8.17314980    
  FI_00 =      1.37445000        R_00 =      8.33328837      X_00 =      1.62571764      Y_00 =      8.17317180    
  FI_01 =      1.37445245        R_01 =      8.33330673      X_01 =      1.62570116      Y_01 =      8.17319379    
  F_1_proizvod =     -1.33480829                F_2_proizvod =     -0.18488323            R_kriv =    -25.09406337       
  ”гол в градусах =     78.75000000           R_kriv =    -25.09406337       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 60684.935700936760           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000003046608       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.334809812345         ((Y_00-Y_01)/(X_00-X_01)) = -1.334806765737        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.39899130        R_m1 =      8.52129434      X_m1 =      1.45680972      Y_m1 =      8.39584199    
  FI_00 =      1.39899375        R_00 =      8.52131358      X_00 =      1.45679240      Y_00 =      8.39586452    
  FI_01 =      1.39899620        R_01 =      8.52133281      X_01 =      1.45677508      Y_01 =      8.39588704    
  F_1_proizvod =     -1.30050399                F_2_proizvod =     -0.22978055            R_kriv =    -19.21464965       
  ”гол в градусах =     80.15625000           R_kriv =    -19.21464965       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 57740.356514383195           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000003979549       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.300505983742         ((Y_00-Y_01)/(X_00-X_01)) = -1.300502004194        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.42353505        R_m1 =      8.71738232      X_m1 =      1.27909810      Y_m1 =      8.62303094    
  FI_00 =      1.42353750        R_00 =      8.71740229      X_00 =      1.27907987      Y_00 =      8.62305383    
  FI_01 =      1.42353995        R_01 =      8.71742225      X_01 =      1.27906163      Y_01 =      8.62307671    
  F_1_proizvod =     -1.25511088                F_2_proizvod =     -0.26962354            R_kriv =    -15.32797456       
  ”гол в градусах =     81.56250000           R_kriv =    -15.32797456       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 54839.608392269882           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000004916584       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.255113336391         ((Y_00-Y_01)/(X_00-X_01)) = -1.255108419807        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.44807880        R_m1 =      8.92030014      X_m1 =      1.09193171      Y_m1 =      8.85321635    
  FI_00 =      1.44808125        R_00 =      8.92032075      X_00 =      1.09191251      Y_00 =      8.85323948    
  FI_01 =      1.44808370        R_01 =      8.92034136      X_01 =      1.09189330      Y_01 =      8.85326262    
  F_1_proizvod =     -1.20449107                F_2_proizvod =     -0.27342445            R_kriv =    -14.03214687       
  ”гол в градусах =     82.96875000           R_kriv =    -14.03214687       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 52065.782521612593           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000005251519       ((Y_m1-Y_00)/(X_m1-X_00)) = -1.204493699738         ((Y_00-Y_01)/(X_00-X_01)) = -1.204488448219        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      1.47262255        R_m1 =      9.12917788      X_m1 =      0.89480692      Y_m1 =      9.08521928    
  FI_00 =      1.47262500        R_00 =      9.12919903      X_00 =      0.89478670      Y_00 =      9.08524252    
  FI_01 =      1.47262745        R_01 =      9.12922017      X_01 =      0.89476647      Y_01 =      9.08526575    
